Start,End,Sleep Quality,Regularity,Heart rate (bpm),Steps,Alarm mode,Air Pressure (Pa),City,Movements per hour,Time in bed (seconds),Time asleep (seconds),Time before sleep (seconds),Window start,Window stop,Did snore,Snore time,Weather temperature (°C),Weather type
2018-02-24 03:58:32,2018-02-24 11:23:06,74%,70%,0,9204,No alarm,101.5,Manchester,68.1,26673.5,23561.6,177.8,,,FALSE,0.0,0.0,No weather
2018-02-25 03:54:47,2018-02-25 12:38:56,76%,76%,0,6208,No alarm,102.1,Manchester,109.2,31448.1,29666.1,209.7,,,FALSE,0.0,0.0,No weather
2018-02-26 00:25:56,2018-02-26 05:43:33,29%,54%,0,6146,No alarm,102.6,Manchester,244.2,19057.2,12641.3,3747.9,,,FALSE,0.0,0.0,No weather
2018-02-27 02:02:10,2018-02-27 09:03:44,72%,54%,0,6098,No alarm,103.0,Hull,69.4,25294.2,19645.2,505.9,,,FALSE,0.0,0.0,No weather
2018-02-28 00:58:57,2018-02-28 07:20:11,72%,50%,0,4761,No alarm,102.2,Hull,24.5,22873.5,20357.5,686.2,,,FALSE,0.0,0.0,No weather
2018-03-02 01:57:06,2018-03-02 07:32:40,66%,84%,0,6617,No alarm,100.3,Hull,9.0,20134.4,16308.9,1476.5,,,FALSE,0.0,0.0,No weather
2018-03-03 04:37:29,2018-03-03 10:57:23,74%,70%,0,1341,No alarm,99.6,Hull,8.1,22793.7,20438.4,1595.6,,,FALSE,0.0,0.0,No weather
2018-03-05 01:27:25,2018-03-05 07:29:04,69%,47%,0,4764,No alarm,98.7,Hull,17.8,21698.7,18443.9,2097.5,,,FALSE,0.0,0.0,No weather
2018-03-06 01:09:33,2018-03-06 09:49:20,53%,61%,0,5686,No alarm,98.6,Hull,241.3,31187.6,27549.1,1247.5,,,FALSE,0.0,0.0,No weather
2018-03-07 01:07:11,2018-03-07 08:01:26,77%,81%,0,6125,No alarm,99.0,Hull,27.9,24854.9,20712.4,165.7,,,FALSE,0.0,0.0,No weather
2018-03-09 00:59:50,2018-03-09 10:17:25,98%,82%,0,14896,No alarm,100.0,Hull,39.8,33455.2,29663.6,223.0,,,FALSE,0.0,0.0,No weather
2018-03-10 00:57:46,2018-03-10 10:36:12,99%,89%,0,530,No alarm,98.4,Bangor,33.6,34706.6,28343.7,1272.6,,,FALSE,0.0,0.0,No weather
2018-03-11 03:17:33,2018-03-11 10:17:27,74%,88%,0,6391,No alarm,98.7,Bangor,51.2,25194.7,20575.7,168.0,,,FALSE,0.0,0.0,No weather
2018-03-12 01:13:13,2018-03-12 07:51:44,60%,79%,0,1346,No alarm,98.9,Hull,118.0,23910.1,19686.0,159.4,,,FALSE,0.0,0.0,No weather
2018-03-13 00:55:23,2018-03-13 08:02:03,67%,79%,0,5962,No alarm,99.9,Hull,99.1,25600.1,20650.7,170.7,,,FALSE,0.0,0.0,No weather
2018-03-13 23:38:00,2018-03-14 08:14:40,82%,82%,0,6103,No alarm,100.8,Hull,97.1,30999.9,25006.6,206.7,,,FALSE,0.0,0.0,No weather
2018-03-14 23:38:48,2018-03-15 08:12:18,79%,94%,0,4153,No alarm,99.5,Hull,108.3,30809.7,25982.8,1027.0,,,FALSE,0.0,0.0,No weather
2018-03-16 22:13:52,2018-03-17 06:27:35,76%,87%,0,4899,No alarm,96.3,Sorbas,110.2,29622.9,25179.5,197.5,,,FALSE,0.0,0.0,No weather
2018-03-17 23:07:55,2018-03-18 06:13:21,75%,82%,0,10993,No alarm,95.5,Sorbas,52.5,25525.3,20420.3,170.2,,,FALSE,0.0,0.0,No weather
2018-03-18 23:48:58,2018-03-19 06:10:32,69%,92%,0,8013,No alarm,96.6,Sorbas,45.2,22894.3,20604.8,152.6,,,FALSE,0.0,0.0,No weather
2018-03-20 22:02:27,2018-03-21 06:09:37,85%,89%,0,17290,No alarm,97.0,Sorbas,56.6,29230.3,23774.0,1851.3,,,FALSE,0.0,0.0,No weather
2018-03-22 00:22:33,2018-03-22 06:20:11,63%,82%,0,10967,No alarm,97.5,Sorbas,53.7,21457.3,18882.4,143.0,,,FALSE,0.0,0.0,No weather
2018-03-22 21:35:42,2018-03-23 06:15:07,94%,78%,0,9013,No alarm,97.3,Sorbas,44.9,31164.9,24828.0,1142.7,,,FALSE,0.0,0.0,No weather
2018-03-27 00:30:24,2018-03-27 08:07:31,77%,0%,0,5690,No alarm,101.2,Hull,74.5,27426.7,21849.9,1188.5,,,FALSE,0.0,0.0,No weather
2018-03-27 23:51:28,2018-03-28 08:08:44,79%,94%,0,2972,No alarm,100.3,Hull,96.4,29835.6,25260.8,198.9,,,FALSE,0.0,0.0,No weather
2018-03-28 23:06:03,2018-03-29 10:30:46,98%,84%,0,6095,No alarm,100.1,Hull,42.5,41083.3,35468.6,273.9,,,FALSE,0.0,0.0,No weather
2018-03-30 02:39:54,2018-03-30 10:09:44,81%,79%,0,2045,No alarm,99.0,Bangor,43.5,26989.8,22941.3,179.9,,,FALSE,0.0,0.0,No weather
2018-03-31 00:25:57,2018-03-31 10:04:04,98%,74%,0,6342,No alarm,99.2,Bangor,43.0,34686.7,32489.9,231.2,,,FALSE,0.0,0.0,No weather
2018-04-01 01:45:00,2018-04-01 10:47:29,93%,77%,0,3321,No alarm,100.5,Bangor,62.5,32548.7,28859.9,1844.4,,,FALSE,0.0,0.0,No weather
2018-04-02 01:57:13,2018-04-02 10:03:13,82%,85%,0,2012,No alarm,99.7,Bangor,71.6,29160.1,26632.9,194.4,,,FALSE,0.0,0.0,No weather
2018-04-03 02:26:19,2018-04-03 09:17:54,75%,88%,0,4177,No alarm,98.3,Bangor,40.6,24695.5,22884.5,164.6,,,FALSE,0.0,0.0,No weather
2018-04-04 02:02:25,2018-04-04 08:55:49,77%,92%,0,4255,No alarm,98.5,Bangor,31.8,24803.9,21331.4,1157.5,,,FALSE,0.0,0.0,No weather
2018-04-05 01:48:36,2018-04-05 10:08:24,88%,90%,0,4840,No alarm,100.2,Bangor,53.7,29988.4,26789.6,199.9,,,FALSE,0.0,0.0,No weather
2018-04-06 01:07:31,2018-04-06 07:04:58,52%,83%,0,3048,No alarm,101.6,Hull,120.7,21447.7,17587.1,143.0,,,FALSE,0.0,0.0,No weather
2018-04-07 01:02:42,2018-04-07 10:40:40,84%,75%,0,7156,No alarm,100.6,Hull,101.0,34677.4,29938.1,231.2,,,FALSE,0.0,0.0,No weather
2018-04-08 03:18:18,2018-04-08 08:10:53,49%,66%,0,1539,No alarm,100.6,Hull,70.9,17555.6,15156.3,117.0,,,FALSE,0.0,0.0,No weather
2018-04-09 00:24:57,2018-04-09 07:00:13,68%,65%,0,6225,No alarm,101.1,Hull,66.1,23716.0,22767.4,158.1,,,FALSE,0.0,0.0,No weather
2018-04-10 01:18:13,2018-04-10 07:36:26,68%,71%,0,6342,No alarm,100.4,Hull,48.6,22692.8,19515.8,151.3,,,FALSE,0.0,0.0,No weather
2018-04-11 01:15:31,2018-04-11 08:51:14,83%,81%,0,4610,No alarm,100.3,Bangor,41.0,27343.2,22512.5,182.3,,,FALSE,0.0,0.0,No weather
2018-04-12 00:46:35,2018-04-12 10:24:48,84%,87%,0,2637,No alarm,100.2,Bangor,100.5,34693.7,32265.2,231.3,,,FALSE,0.0,0.0,No weather
2018-04-13 00:42:31,2018-04-13 09:46:35,94%,89%,0,876,No alarm,99.9,Bangor,58.6,32644.6,30359.5,217.6,,,FALSE,0.0,0.0,No weather
2018-04-14 01:10:16,2018-04-14 10:48:34,78%,88%,0,3830,No alarm,100.7,Bangor,124.1,34697.4,29955.4,231.3,,,FALSE,0.0,0.0,No weather
2018-04-15 01:28:39,2018-04-15 11:12:59,75%,92%,0,1822,No alarm,100.5,Bangor,138.5,35060.5,32255.6,233.7,,,FALSE,0.0,0.0,No weather
2018-04-16 02:49:31,2018-04-16 09:16:57,67%,85%,0,2965,No alarm,100.5,Hull,63.8,23245.8,17899.3,155.0,,,FALSE,0.0,0.0,No weather
2018-04-17 00:13:28,2018-04-17 08:00:35,74%,78%,0,4427,No alarm,101.4,Hull,93.6,28027.6,26439.3,186.9,,,FALSE,0.0,0.0,No weather
2018-04-18 00:28:33,2018-04-18 08:38:28,81%,78%,0,4466,No alarm,102.1,Hull,81.8,29395.2,29199.3,196.0,,,FALSE,0.0,0.0,No weather
2018-04-19 00:05:04,2018-04-19 07:24:17,74%,82%,0,8258,No alarm,102.4,Hull,74.9,26353.1,22575.8,175.7,,,FALSE,0.0,0.0,No weather
2018-04-20 00:09:12,2018-04-20 09:40:01,94%,87%,0,17961,No alarm,102.2,Hull,60.2,34249.5,31623.7,228.3,,,FALSE,0.0,0.0,No weather
2018-04-22 01:02:28,2018-04-22 11:31:10,70%,79%,0,8511,No alarm,100.8,Nottingham,158.5,37721.8,30806.2,251.5,,,FALSE,0.0,0.0,No weather
2018-04-23 00:55:48,2018-04-23 07:22:34,51%,71%,0,6629,No alarm,100.8,Hull,154.2,23206.5,21968.8,154.7,,,FALSE,0.0,0.0,No weather
2018-04-24 00:43:08,2018-04-24 07:00:11,65%,80%,0,4423,No alarm,100.9,Hull,69.1,22622.8,21039.2,150.8,,,FALSE,0.0,0.0,No weather
2018-04-24 23:31:27,2018-04-25 07:55:30,80%,81%,0,6138,No alarm,100.4,Hull,97.3,30243.5,28227.3,201.6,,,FALSE,0.0,0.0,No weather
2018-04-26 00:38:29,2018-04-26 09:42:28,93%,84%,0,4700,No alarm,100.8,Hull,67.4,32639.0,27743.1,1305.6,,,FALSE,0.0,0.0,No weather
2018-04-27 00:00:53,2018-04-27 08:16:27,85%,80%,0,1732,No alarm,101.1,Hull,71.7,29733.6,25570.9,198.2,,,FALSE,0.0,0.0,No weather
2018-04-28 01:16:44,2018-04-28 11:15:43,99%,74%,0,2356,No alarm,100.8,Hull,45.4,35939.6,33304.1,239.6,,,FALSE,0.0,0.0,No weather
2018-04-29 01:24:54,2018-04-29 10:56:32,91%,81%,0,4985,No alarm,101.4,Hull,76.1,34297.7,29496.0,228.7,,,FALSE,0.0,0.0,No weather
2018-04-30 00:34:17,2018-04-30 07:19:39,64%,75%,0,2399,No alarm,101.2,Hull,97.3,24322.0,22052.0,162.1,,,FALSE,0.0,0.0,No weather
2018-05-01 00:50:29,2018-05-01 09:54:02,84%,78%,0,4078,No alarm,100.5,Hull,105.4,32612.2,28698.8,217.4,,,FALSE,0.0,0.0,No weather
2018-05-02 00:20:00,2018-05-02 08:38:12,85%,75%,0,6099,No alarm,100.2,Hull,69.9,29891.8,26504.1,199.3,,,FALSE,0.0,0.0,No weather
2018-05-03 00:43:35,2018-05-03 09:47:59,94%,83%,0,3712,No alarm,101.1,Hull,62.9,32663.7,30595.0,217.8,,,FALSE,0.0,0.0,No weather
2018-05-03 23:49:11,2018-05-04 09:08:18,69%,86%,0,5769,No alarm,101.9,Hull,165.9,33547.4,31422.7,2124.7,,,FALSE,0.0,0.0,No weather
2018-05-05 01:11:46,2018-05-05 11:01:05,98%,82%,0,2228,No alarm,102.4,Hull,50.5,35358.8,31351.5,235.7,,,FALSE,0.0,0.0,No weather
2018-05-08 00:42:37,2018-05-08 08:56:48,86%,79%,0,4228,No alarm,100.9,Nottingham,67.3,29650.4,25598.2,197.7,,,FALSE,0.0,0.0,No weather
2018-05-09 00:15:01,2018-05-09 08:48:54,93%,95%,0,3036,No alarm,100.6,Nottingham,50.2,30832.6,26310.5,205.6,,,FALSE,0.0,0.0,No weather
2018-05-10 00:28:10,2018-05-10 10:18:44,86%,90%,0,5392,No alarm,100.3,Nottingham,95.4,35435.0,34253.8,236.2,,,FALSE,0.0,0.0,No weather
2018-05-11 00:28:10,2018-05-11 08:31:41,88%,89%,0,5006,No alarm,101.8,Hull,46.5,29010.6,23595.3,1547.2,,,FALSE,0.0,0.0,No weather
2018-05-13 02:02:47,2018-05-13 09:36:19,80%,82%,0,2240,No alarm,101.0,Hull,59.4,27211.4,24218.1,181.4,,,FALSE,0.0,0.0,No weather
2018-05-14 01:26:13,2018-05-14 08:12:28,67%,81%,0,1013,No alarm,101.9,Hull,83.4,24375.1,19500.1,162.5,,,FALSE,0.0,0.0,No weather
2018-05-15 00:35:23,2018-05-15 08:19:15,77%,88%,0,2982,No alarm,102.2,Hull,82.8,27832.5,24307.1,1020.5,,,FALSE,0.0,0.0,No weather
2018-05-16 00:00:00,2018-05-16 08:00:18,81%,89%,0,8582,No alarm,102.2,Hull,78.6,28818.1,25648.1,192.1,,,FALSE,0.0,0.0,No weather
2018-05-17 00:32:01,2018-05-17 09:13:23,77%,90%,0,2084,No alarm,103.0,Hull,121.5,31282.3,29613.9,208.5,,,FALSE,0.0,0.0,No weather
2018-05-19 01:45:03,2018-05-19 09:57:29,87%,85%,0,3164,No alarm,101.9,Bangor,61.1,29545.9,25212.5,197.0,,,FALSE,0.0,0.0,No weather
2018-05-20 00:48:55,2018-05-20 08:51:28,86%,83%,0,9084,No alarm,101.6,Bangor,57.6,28952.4,26636.2,193.0,,,FALSE,0.0,0.0,No weather
2018-05-21 02:37:40,2018-05-21 11:00:31,89%,75%,0,450,No alarm,101.3,Bangor,57.6,30170.5,26147.7,201.1,,,FALSE,0.0,0.0,No weather
2018-05-22 02:57:00,2018-05-22 09:34:14,74%,78%,0,3580,No alarm,101.4,Bangor,40.7,23834.4,20259.2,158.9,,,FALSE,0.0,0.0,No weather
2018-05-23 01:44:51,2018-05-23 09:01:17,83%,79%,0,931,No alarm,101.8,Bangor,33.9,26185.8,22781.7,174.6,,,FALSE,0.0,0.0,No weather
2018-05-24 00:17:29,2018-05-24 10:01:11,97%,83%,0,2736,No alarm,101.9,Bangor,52.7,35021.7,31869.7,1517.6,,,FALSE,0.0,0.0,No weather
2018-05-25 01:38:00,2018-05-25 08:58:03,74%,82%,0,1135,No alarm,101.5,Bangor,78.0,26402.8,21650.3,176.0,,,FALSE,0.0,0.0,No weather
2018-05-26 01:18:27,2018-05-26 10:50:24,92%,80%,0,691,No alarm,101.7,Nottingham,72.5,34317.3,28254.6,2059.0,,,FALSE,0.0,0.0,No weather
2018-05-27 01:04:48,2018-05-27 08:35:36,82%,80%,0,1903,No alarm,101.7,Nottingham,47.5,27048.2,22179.6,180.3,,,FALSE,0.0,0.0,No weather
2018-05-28 01:16:31,2018-05-28 11:45:36,96%,78%,0,1651,No alarm,101.4,Nottingham,58.3,37745.1,35354.6,251.6,,,FALSE,0.0,0.0,No weather
2018-05-29 01:22:23,2018-05-29 11:17:44,93%,82%,0,1312,No alarm,101.7,Nottingham,69.2,35721.0,31791.7,238.1,,,FALSE,0.0,0.0,No weather
2018-05-30 00:05:47,2018-05-30 08:07:01,63%,77%,0,143,No alarm,101.2,Nottingham,153.2,28874.2,25794.3,192.5,,,FALSE,0.0,0.0,No weather
2018-05-31 02:40:02,2018-05-31 09:03:05,74%,76%,0,916,No alarm,100.8,Bangor,26.8,22983.0,18999.3,1838.6,,,FALSE,0.0,0.0,No weather
2018-06-01 03:29:09,2018-06-01 10:07:26,72%,73%,0,3324,No alarm,101.1,Bangor,52.1,23897.4,20073.8,3823.6,,,FALSE,0.0,0.0,No weather
2018-06-03 01:37:02,2018-06-03 09:25:33,89%,81%,0,3446,No alarm,101.8,Hull,30.5,28112.0,23051.8,1405.6,,,FALSE,0.0,0.0,No weather
2018-06-03 23:31:31,2018-06-04 09:18:27,86%,80%,0,8175,No alarm,101.9,Hull,95.9,35215.8,29581.3,3639.0,,,FALSE,0.0,0.0,No weather
2018-06-05 00:31:08,2018-06-05 08:15:22,75%,82%,0,3810,No alarm,101.9,Hull,90.4,27853.8,23675.7,185.7,,,FALSE,0.0,0.0,No weather
2018-06-07 01:35:22,2018-06-07 08:40:12,71%,85%,0,3431,No alarm,101.7,Hull,78.5,25489.8,20901.6,169.9,,,FALSE,0.0,0.0,No weather
2018-06-09 02:08:24,2018-06-09 09:46:27,85%,86%,0,1861,No alarm,101.8,Hull,41.8,27483.1,23269.0,1190.9,,,FALSE,0.0,0.0,No weather
2018-06-10 02:28:34,2018-06-10 10:36:13,89%,88%,0,2576,No alarm,101.6,Hull,48.2,29259.4,25455.7,195.1,,,FALSE,0.0,0.0,No weather
2018-06-11 01:48:26,2018-06-11 08:22:34,69%,83%,0,2159,No alarm,101.5,Hull,64.2,23648.0,18918.4,157.7,,,FALSE,0.0,0.0,No weather
2018-06-12 02:26:01,2018-06-12 10:56:09,95%,80%,0,3162,No alarm,101.6,Hull,40.1,30607.9,27547.1,204.1,,,FALSE,0.0,0.0,No weather
2018-06-13 02:55:17,2018-06-13 09:14:17,71%,77%,0,1215,No alarm,101.8,Hull,38.0,22740.0,20845.0,151.6,,,FALSE,0.0,0.0,No weather
2018-06-14 02:21:29,2018-06-14 09:56:07,87%,82%,0,3840,No alarm,99.7,Bangor,31.7,27278.2,23186.4,2000.4,,,FALSE,0.0,0.0,No weather
2018-06-15 00:40:43,2018-06-15 05:10:15,52%,73%,0,3077,No alarm,100.9,Bangor,25.2,16171.2,11589.4,3449.9,,,FALSE,0.0,0.0,No weather
2018-06-15 21:29:09,2018-06-16 08:17:53,96%,61%,0,13312,No alarm,101.0,Stockholm,55.9,38923.7,36588.3,259.5,,,FALSE,0.0,0.0,No weather
2018-06-17 00:24:51,2018-06-17 08:10:43,84%,56%,0,23902,No alarm,101.2,Stockholm,51.5,27951.9,23386.4,186.3,,,FALSE,0.0,0.0,No weather
2018-06-17 23:05:30,2018-06-18 06:04:48,74%,64%,0,8862,No alarm,100.7,Stockholm,59.9,25157.2,21215.9,167.7,,,FALSE,0.0,0.0,No weather
2018-06-18 23:22:31,2018-06-19 06:17:21,79%,81%,0,8907,No alarm,100.5,Stockholm,32.0,24890.3,21737.6,580.8,,,FALSE,0.0,0.0,No weather
2018-06-19 22:24:29,2018-06-20 06:50:47,98%,85%,0,16882,No alarm,100.4,Stockholm,24.2,30378.6,26733.1,202.5,,,FALSE,0.0,0.0,No weather
2018-06-20 23:42:56,2018-06-21 06:04:06,73%,89%,0,9003,No alarm,100.3,Stockholm,28.8,22870.1,20583.1,152.5,,,FALSE,0.0,0.0,No weather
2018-06-21 23:57:59,2018-06-22 09:24:33,87%,80%,0,8300,No alarm,98.8,Stockholm,89.6,33994.0,28781.6,226.6,,,FALSE,0.0,0.0,No weather
2018-06-23 01:27:17,2018-06-23 09:06:26,87%,79%,0,9188,No alarm,102.6,Bangor,30.5,27549.1,24059.5,183.7,,,FALSE,0.0,0.0,No weather
2018-06-24 02:03:37,2018-06-24 10:58:25,94%,78%,0,3471,No alarm,102.1,Bangor,60.3,32088.0,28237.4,213.9,,,FALSE,0.0,0.0,No weather
2018-06-25 01:20:57,2018-06-25 09:04:50,72%,81%,0,1423,No alarm,102.4,Hull,99.1,27832.5,22637.1,185.5,,,FALSE,0.0,0.0,No weather
2018-06-26 00:53:38,2018-06-26 09:48:17,94%,83%,0,7101,No alarm,102.7,Hull,59.5,32078.6,28229.1,213.9,,,FALSE,0.0,0.0,No weather
2018-06-28 01:42:57,2018-06-28 08:42:44,69%,87%,0,2757,No alarm,102.8,Hull,81.3,25187.4,22416.8,167.9,,,FALSE,0.0,0.0,No weather
2018-06-30 01:04:38,2018-06-30 10:55:42,83%,76%,0,755,No alarm,101.4,Bangor,102.1,35464.2,32272.4,236.4,,,FALSE,0.0,0.0,No weather
2018-06-30 23:50:10,2018-07-01 08:01:37,79%,71%,0,6040,No alarm,100.9,Bangor,90.2,29486.9,27127.9,196.6,,,FALSE,0.0,0.0,No weather
2018-07-01 22:45:04,2018-07-02 05:03:04,58%,66%,0,2013,No alarm,101.2,Bangor,104.6,22680.0,20790.0,151.2,,,FALSE,0.0,0.0,No weather
2018-07-02 23:28:59,2018-07-03 08:13:20,100%,66%,0,3984,No alarm,102.2,Hull,23.5,31461.2,28210.2,1573.1,,,FALSE,0.0,0.0,No weather
2018-07-04 00:28:27,2018-07-04 08:11:34,75%,75%,0,3320,No alarm,101.9,Hull,86.4,27787.2,24174.8,185.2,,,FALSE,0.0,0.0,No weather
2018-07-04 23:31:12,2018-07-05 09:30:57,92%,80%,0,3722,No alarm,101.4,Hull,71.9,35985.6,30467.8,239.9,,,FALSE,0.0,0.0,No weather
2018-07-06 00:27:53,2018-07-06 09:57:08,85%,87%,0,4327,No alarm,101.9,Hull,94.9,34154.8,33927.1,227.7,,,FALSE,0.0,0.0,No weather
2018-07-07 00:14:58,2018-07-07 09:18:55,92%,87%,0,4108,No alarm,102.3,Hull,71.7,32637.1,30243.7,217.6,,,FALSE,0.0,0.0,No weather
2018-07-08 01:39:07,2018-07-08 09:53:20,78%,88%,0,2545,No alarm,102.4,Hull,95.7,29653.6,26490.5,197.7,,,FALSE,0.0,0.0,No weather
2018-07-09 00:35:54,2018-07-09 10:17:58,86%,88%,0,10734,No alarm,102.6,Hull,92.7,34924.0,32595.7,232.8,,,FALSE,0.0,0.0,No weather
2018-07-10 00:57:22,2018-07-10 11:18:31,89%,87%,0,1551,No alarm,102.6,Hull,81.3,37269.1,32921.1,248.5,,,FALSE,0.0,0.0,No weather
2018-07-11 01:39:21,2018-07-11 09:34:42,53%,85%,0,3117,No alarm,102.3,Hull,184.1,28520.5,25288.2,190.1,,,FALSE,0.0,0.0,No weather
2018-07-12 01:02:36,2018-07-12 08:45:55,81%,85%,0,5836,No alarm,101.7,Bangor,63.3,27798.7,23536.2,185.3,,,FALSE,0.0,0.0,No weather
2018-07-13 01:58:51,2018-07-13 09:12:01,78%,85%,0,9573,No alarm,101.7,,51.0,25989.5,22610.9,173.3,,,FALSE,0.0,0.0,No weather
2018-07-14 00:21:00,2018-07-14 08:18:44,85%,85%,0,8571,No alarm,102.0,,55.9,28663.6,25701.7,191.1,,,FALSE,0.0,0.0,No weather
2018-07-16 00:15:33,2018-07-16 08:03:35,77%,88%,0,12247,No alarm,101.3,,84.4,28082.2,25273.9,187.2,,,FALSE,0.0,0.0,No weather
2018-07-16 23:58:29,2018-07-17 08:27:23,91%,96%,0,5762,No alarm,101.1,,53.5,30533.4,25953.4,203.6,,,FALSE,0.0,0.0,No weather
2018-07-18 01:07:11,2018-07-18 08:33:34,84%,92%,0,9018,No alarm,101.6,,39.0,26782.8,24640.1,178.6,,,FALSE,0.0,0.0,No weather
2018-07-18 23:52:59,2018-07-19 11:03:52,100%,84%,0,4601,No alarm,101.9,,39.9,40252.6,32872.9,1878.5,,,FALSE,0.0,0.0,No weather
2018-07-20 01:04:21,2018-07-20 09:27:13,90%,78%,0,4796,No alarm,101.6,,54.2,30172.3,28864.8,201.1,,,FALSE,0.0,0.0,No weather
2018-07-21 01:37:12,2018-07-21 09:00:52,77%,79%,0,930,No alarm,100.8,,65.9,26619.3,23158.8,177.5,,,FALSE,0.0,0.0,No weather
2018-07-22 01:55:47,2018-07-22 11:06:08,91%,83%,0,4544,No alarm,101.1,,76.2,33020.8,29608.6,220.1,,,FALSE,0.0,0.0,No weather
2018-07-23 02:32:59,2018-07-23 11:07:52,90%,89%,0,8318,No alarm,101.1,,62.6,30892.4,28729.9,205.9,,,FALSE,0.0,0.0,No weather
2018-07-24 01:17:58,2018-07-24 10:58:58,96%,88%,0,772,No alarm,100.9,,57.7,34860.2,30909.4,232.4,,,FALSE,0.0,0.0,No weather
2018-07-25 02:01:08,2018-07-25 10:05:35,89%,90%,0,2515,No alarm,101.2,,44.6,29066.7,26256.9,1744.0,,,FALSE,0.0,0.0,No weather
2018-07-26 00:56:43,2018-07-26 05:57:42,48%,77%,0,9122,No alarm,101.2,,92.5,18058.1,14386.3,120.4,,,FALSE,0.0,0.0,No weather
2018-07-27 00:37:45,2018-07-27 07:39:19,49%,75%,0,5263,No alarm,99.1,,174.2,25293.2,21499.2,168.6,,,FALSE,0.0,0.0,No weather
2018-07-28 01:49:01,2018-07-28 11:15:55,83%,67%,0,2432,No alarm,98.3,,102.6,34014.7,29932.9,226.8,,,FALSE,0.0,0.0,No weather
2018-07-29 00:46:47,2018-07-29 08:54:21,82%,72%,0,6700,No alarm,98.5,,76.2,29253.3,25840.4,1657.7,,,FALSE,0.0,0.0,No weather
2018-07-30 00:27:39,2018-07-30 09:10:48,94%,76%,0,2392,No alarm,100.2,,54.9,31388.5,27726.5,1255.5,,,FALSE,0.0,0.0,No weather
2018-07-30 23:12:21,2018-07-31 10:16:21,78%,82%,0,1515,No alarm,100.7,,121.4,39840.4,37317.2,2523.2,,,FALSE,0.0,0.0,No weather
2018-08-01 00:55:45,2018-08-01 10:31:32,100%,86%,0,1676,No alarm,101.4,,32.2,34546.3,28673.4,1612.2,,,FALSE,0.0,0.0,No weather
2018-08-02 00:24:07,2018-08-02 09:37:49,93%,84%,0,4064,No alarm,101.6,,67.4,33222.4,30121.7,1218.2,,,FALSE,0.0,0.0,No weather
2018-08-03 01:08:26,2018-08-03 09:47:03,84%,88%,0,4232,No alarm,101.9,,86.3,31116.2,29249.2,207.4,,,FALSE,0.0,0.0,No weather
2018-08-04 01:03:13,2018-08-04 07:23:31,73%,87%,0,9810,No alarm,101.9,,33.0,22817.8,19395.1,912.7,,,FALSE,0.0,0.0,No weather
2018-08-05 23:32:41,2018-08-06 08:00:26,87%,81%,0,780,No alarm,101.7,,68.9,30465.5,28332.9,203.1,,,FALSE,0.0,0.0,No weather
2018-08-06 23:59:40,2018-08-07 09:53:19,95%,81%,0,4136,No alarm,101.1,,62.5,35618.3,32650.1,831.1,,,FALSE,0.0,0.0,No weather
2018-08-07 23:53:14,2018-08-08 09:19:00,92%,87%,0,183,No alarm,100.5,,71.7,33946.0,31456.6,226.3,,,FALSE,0.0,0.0,No weather
2018-08-09 01:01:59,2018-08-09 09:13:30,91%,88%,0,2204,No alarm,101.2,,44.4,29491.4,27918.5,196.6,,,FALSE,0.0,0.0,No weather
2018-08-10 02:03:26,2018-08-10 09:03:58,77%,91%,0,1087,No alarm,101.3,,47.6,25231.9,20858.4,168.2,,,FALSE,0.0,0.0,No weather
2018-08-11 00:43:26,2018-08-11 10:44:35,88%,85%,0,2596,No alarm,101.6,,86.7,36068.6,29936.9,240.5,,,FALSE,0.0,0.0,No weather
2018-08-13 00:43:27,2018-08-13 08:37:01,75%,79%,0,1101,No alarm,100.1,,94.5,28414.0,23867.7,189.4,,,FALSE,0.0,0.0,No weather
2018-08-14 00:15:31,2018-08-14 08:59:21,88%,88%,0,3218,No alarm,101.0,,76.3,31430.1,28496.6,209.5,,,FALSE,0.0,0.0,No weather
2018-08-15 02:39:01,2018-08-15 09:08:15,67%,86%,0,1224,No alarm,101.4,,68.4,23354.3,18683.5,155.7,,,FALSE,0.0,0.0,No weather
2018-08-16 00:30:56,2018-08-16 07:24:41,59%,80%,0,4271,No alarm,100.9,,123.4,24825.5,21846.5,1324.0,,,FALSE,0.0,0.0,No weather
2018-08-17 00:30:26,2018-08-17 08:25:13,84%,79%,0,2417,No alarm,101.4,,58.1,28486.3,25637.7,189.9,,,FALSE,0.0,0.0,No weather
2018-08-18 00:08:05,2018-08-18 09:59:36,100%,81%,0,3688,No alarm,101.4,,40.8,35491.0,28274.5,236.6,,,FALSE,0.0,0.0,No weather
2018-08-18 23:58:44,2018-08-19 09:22:24,93%,90%,0,6268,No alarm,100.9,,69.1,33819.9,31452.5,225.5,,,FALSE,0.0,0.0,No weather
2018-08-20 00:39:18,2018-08-20 09:34:53,90%,90%,0,10672,No alarm,101.5,,77.5,32135.0,29350.0,214.2,,,FALSE,0.0,0.0,No weather
2018-08-21 00:25:51,2018-08-21 09:19:39,92%,94%,0,3106,No alarm,101.8,,68.5,32028.2,29999.8,213.5,,,FALSE,0.0,0.0,No weather
2018-08-22 01:01:12,2018-08-22 10:58:46,85%,90%,0,7540,No alarm,101.5,,94.2,35853.9,31312.4,1553.7,,,FALSE,0.0,0.0,No weather
